Price,Address,City,Zipcode,State,Bedrooms,Bathrooms,Area (Sqft),Lot Size,Year Built,Days on Market,Property Type,MLS ID,Listing Agent,Status,Listing URL
329837,"9088 Maple Dr, Fresno, CA 48994",Fresno,48994,CA,1,1,2939,1346,2013,101,Apartment,Z360647,Mike Lee - Coldwell Banker,Sold,https://www.zillow.com/homedetails/29018324_zpid/
1040215,"3118 Maple Dr, Los Angeles, FL 55444",Los Angeles,55444,FL,5,4,2130,6097,2008,43,Apartment,Z688333,Alex Johnson - Compass,Sold,https://www.zillow.com/homedetails/50529520_zpid/
503182,"5498 Elm St, Sacramento, CA 30347",Sacramento,30347,CA,3,4,2362,8743,1998,38,Multi-Family,Z445734,Mike Lee - Coldwell Banker,Sold,https://www.zillow.com/homedetails/36464986_zpid/
607972,"7361 Main St, Fresno, CA 96549",Fresno,96549,CA,4,3,2109,4791,2017,31,Multi-Family,Z875362,Mike Lee - Coldwell Banker,Pending,https://www.zillow.com/homedetails/19741484_zpid/
1410074,"5558 Oak Ave, Los Angeles, IL 74523",Los Angeles,74523,IL,1,1,860,2838,1998,43,Condo,Z683277,John Doe - RE/MAX,Sold,https://www.zillow.com/homedetails/77427781_zpid/
535463,"9246 Main St, Fresno, CA 17671",Fresno,17671,CA,5,4,903,2533,1962,37,Multi-Family,Z660306,John Doe - RE/MAX,Pending,https://www.zillow.com/homedetails/71912426_zpid/
1047205,"842 Maple Dr, San Diego, NY 23507",San Diego,23507,NY,5,1,2651,1927,2003,63,Condo,Z835130,Emily Davis - Century 21,For Sale,https://www.zillow.com/homedetails/15253227_zpid/
1115773,"2966 Oak Ave, San Diego, IL 46749",San Diego,46749,IL,1,3,1880,6833,2017,59,Condo,Z992084,Mike Lee - Coldwell Banker,Sold,https://www.zillow.com/homedetails/25125470_zpid/
1470452,"4979 Elm St, Los Angeles, FL 81900",Los Angeles,81900,FL,4,4,2367,2891,2021,18,Townhouse,Z154183,Jane Smith - Keller Williams,Pending,https://www.zillow.com/homedetails/18335697_zpid/
1058406,"2340 Main St, Fresno, IL 62223",Fresno,62223,IL,3,3,2180,2279,1967,24,Multi-Family,Z843103,Emily Davis - Century 21,For Sale,https://www.zillow.com/homedetails/67193038_zpid/
1482612,"9182 Main St, San Diego, FL 11664",San Diego,11664,FL,5,3,3996,1151,1975,86,Multi-Family,Z833781,John Doe - RE/MAX,For Sale,https://www.zillow.com/homedetails/37784946_zpid/
195826,"4663 Elm St, Los Angeles, FL 26355",Los Angeles,26355,FL,5,4,1965,8146,1974,18,Condo,Z494455,Mike Lee - Coldwell Banker,For Sale,https://www.zillow.com/homedetails/64822761_zpid/
984633,"3266 Maple Dr, Los Angeles, CA 27317",Los Angeles,27317,CA,2,1,1014,1919,1989,105,Single Family,Z720462,Alex Johnson - Compass,Sold,https://www.zillow.com/homedetails/42871089_zpid/
1280680,"2528 Maple Dr, Sacramento, TX 52052",Sacramento,52052,TX,1,3,2852,5704,2015,5,Condo,Z595684,John Doe - RE/MAX,Sold,https://www.zillow.com/homedetails/27480091_zpid/
722912,"612 Pine Rd, San Diego, FL 66605",San Diego,66605,FL,5,1,3402,8965,1988,72,Condo,Z362482,John Doe - RE/MAX,Pending,https://www.zillow.com/homedetails/70690123_zpid/
1442863,"6087 Elm St, Los Angeles, CA 90177",Los Angeles,90177,CA,4,2,2278,8180,1966,103,Apartment,Z474980,Alex Johnson - Compass,Sold,https://www.zillow.com/homedetails/44132604_zpid/
481322,"5945 Pine Rd, Fresno, NY 28842",Fresno,28842,NY,4,2,1121,4261,1975,50,Townhouse,Z255843,Emily Davis - Century 21,Pending,https://www.zillow.com/homedetails/66571026_zpid/
1375641,"7546 Oak Ave, San Diego, CA 63599",San Diego,63599,CA,2,2,1948,6670,2009,48,Single Family,Z161309,Emily Davis - Century 21,Pending,https://www.zillow.com/homedetails/26011935_zpid/
547298,"8176 Main St, Los Angeles, IL 81824",Los Angeles,81824,IL,5,4,3217,3835,2007,76,Condo,Z333745,Mike Lee - Coldwell Banker,Pending,https://www.zillow.com/homedetails/44648706_zpid/
1168200,"9665 Maple Dr, San Francisco, NY 74633",San Francisco,74633,NY,3,4,1072,7750,1971,114,Single Family,Z191856,Jane Smith - Keller Williams,For Sale,https://www.zillow.com/homedetails/67520057_zpid/
728249,"9998 Pine Rd, Sacramento, IL 87520",Sacramento,87520,IL,5,4,3398,7233,1956,78,Single Family,Z996792,Jane Smith - Keller Williams,Sold,https://www.zillow.com/homedetails/79440836_zpid/
998871,"6401 Pine Rd, San Francisco, FL 45648",San Francisco,45648,FL,6,1,2133,3328,1981,114,Apartment,Z686211,Emily Davis - Century 21,Pending,https://www.zillow.com/homedetails/39434461_zpid/
1122337,"2318 Elm St, San Francisco, IL 52454",San Francisco,52454,IL,4,1,1947,3995,1996,40,Condo,Z470916,Alex Johnson - Compass,Sold,https://www.zillow.com/homedetails/49924692_zpid/
190329,"136 Elm St, Los Angeles, TX 66135",Los Angeles,66135,TX,4,2,3215,8651,2021,58,Multi-Family,Z525155,John Doe - RE/MAX,For Sale,https://www.zillow.com/homedetails/20311101_zpid/
1093409,"2912 Main St, Fresno, IL 17323",Fresno,17323,IL,2,1,2144,6434,1996,102,Multi-Family,Z285939,Alex Johnson - Compass,Sold,https://www.zillow.com/homedetails/83863960_zpid/
1489699,"4318 Maple Dr, San Diego, FL 29464",San Diego,29464,FL,3,1,2228,1657,1992,51,Townhouse,Z958868,Emily Davis - Century 21,For Sale,https://www.zillow.com/homedetails/63166738_zpid/
1382451,"8046 Pine Rd, San Francisco, CA 80206",San Francisco,80206,CA,6,2,2003,3192,1962,9,Townhouse,Z752210,Jane Smith - Keller Williams,Pending,https://www.zillow.com/homedetails/36803720_zpid/
258490,"970 Main St, Sacramento, NY 64621",Sacramento,64621,NY,6,2,1024,9065,1960,95,Single Family,Z841314,John Doe - RE/MAX,Sold,https://www.zillow.com/homedetails/98739677_zpid/
161267,"1356 Elm St, Sacramento, IL 63439",Sacramento,63439,IL,5,2,3136,6476,1997,50,Single Family,Z802885,Emily Davis - Century 21,For Sale,https://www.zillow.com/homedetails/64695900_zpid/
1411656,"5185 Pine Rd, San Diego, NY 62811",San Diego,62811,NY,4,1,3650,6748,1983,2,Multi-Family,Z398934,John Doe - RE/MAX,Sold,https://www.zillow.com/homedetails/80830709_zpid/
980741,"3865 Main St, Sacramento, CA 91105",Sacramento,91105,CA,4,1,1403,6539,1989,82,Townhouse,Z898364,Jane Smith - Keller Williams,For Sale,https://www.zillow.com/homedetails/73036727_zpid/
309134,"3071 Pine Rd, Los Angeles, FL 32641",Los Angeles,32641,FL,6,3,3111,6149,1952,13,Apartment,Z894148,Jane Smith - Keller Williams,Pending,https://www.zillow.com/homedetails/81598112_zpid/
586196,"1291 Elm St, San Diego, FL 77805",San Diego,77805,FL,3,3,1949,2789,2020,33,Apartment,Z851783,Mike Lee - Coldwell Banker,For Sale,https://www.zillow.com/homedetails/45908499_zpid/
596947,"6974 Elm St, San Diego, TX 82273",San Diego,82273,TX,1,1,3540,8256,1960,86,Condo,Z160447,Jane Smith - Keller Williams,For Sale,https://www.zillow.com/homedetails/71042910_zpid/
193325,"1106 Main St, Sacramento, CA 98214",Sacramento,98214,CA,6,1,1917,9358,1955,40,Apartment,Z841432,John Doe - RE/MAX,Pending,https://www.zillow.com/homedetails/74563405_zpid/
1178393,"4509 Oak Ave, Los Angeles, TX 45468",Los Angeles,45468,TX,1,2,2473,5451,1956,75,Condo,Z531194,John Doe - RE/MAX,Sold,https://www.zillow.com/homedetails/13981407_zpid/
243343,"2240 Maple Dr, San Diego, TX 81784",San Diego,81784,TX,2,2,3958,1936,2012,116,Condo,Z766765,Alex Johnson - Compass,Sold,https://www.zillow.com/homedetails/33934905_zpid/
906038,"7041 Oak Ave, Fresno, IL 28975",Fresno,28975,IL,2,4,1516,4527,1951,101,Multi-Family,Z697828,John Doe - RE/MAX,Sold,https://www.zillow.com/homedetails/46063956_zpid/
668833,"7677 Pine Rd, Los Angeles, FL 66826",Los Angeles,66826,FL,5,1,1894,5146,1989,120,Apartment,Z847408,Jane Smith - Keller Williams,Sold,https://www.zillow.com/homedetails/84587727_zpid/
732202,"5350 Oak Ave, Sacramento, TX 19962",Sacramento,19962,TX,2,1,2072,2578,1981,66,Apartment,Z315471,Mike Lee - Coldwell Banker,For Sale,https://www.zillow.com/homedetails/90337283_zpid/
275759,"5873 Pine Rd, Fresno, NY 94352",Fresno,94352,NY,1,1,1338,8697,2011,5,Apartment,Z668549,Mike Lee - Coldwell Banker,For Sale,https://www.zillow.com/homedetails/33778529_zpid/
537863,"2217 Oak Ave, San Diego, CA 50347",San Diego,50347,CA,4,3,3616,7784,1990,83,Condo,Z151563,Jane Smith - Keller Williams,Pending,https://www.zillow.com/homedetails/15196109_zpid/
827893,"4244 Maple Dr, Sacramento, TX 28407",Sacramento,28407,TX,1,4,2813,9576,2022,15,Single Family,Z409254,John Doe - RE/MAX,For Sale,https://www.zillow.com/homedetails/99307801_zpid/
1418370,"6282 Pine Rd, Los Angeles, NY 92569",Los Angeles,92569,NY,4,4,2006,2091,2023,15,Single Family,Z685111,Jane Smith - Keller Williams,Pending,https://www.zillow.com/homedetails/74950575_zpid/
996528,"8676 Pine Rd, San Diego, NY 28635",San Diego,28635,NY,5,4,764,1016,1988,54,Multi-Family,Z987168,Mike Lee - Coldwell Banker,For Sale,https://www.zillow.com/homedetails/76594674_zpid/
697087,"1004 Main St, Sacramento, IL 93261",Sacramento,93261,IL,4,1,3295,8749,2007,82,Single Family,Z729834,Mike Lee - Coldwell Banker,Sold,https://www.zillow.com/homedetails/59579845_zpid/
667300,"3481 Main St, Fresno, CA 23730",Fresno,23730,CA,1,2,3699,8492,2005,70,Apartment,Z323990,Emily Davis - Century 21,For Sale,https://www.zillow.com/homedetails/64147975_zpid/
1321679,"1414 Main St, San Diego, CA 99094",San Diego,99094,CA,5,1,1446,8068,1985,83,Multi-Family,Z528338,Jane Smith - Keller Williams,For Sale,https://www.zillow.com/homedetails/40843455_zpid/
812527,"5462 Oak Ave, Los Angeles, TX 13830",Los Angeles,13830,TX,6,3,2820,9357,1966,70,Condo,Z185189,Alex Johnson - Compass,Sold,https://www.zillow.com/homedetails/95815213_zpid/
534310,"3416 Oak Ave, San Francisco, CA 82969",San Francisco,82969,CA,6,1,2329,4291,1962,32,Multi-Family,Z335022,Emily Davis - Century 21,Sold,https://www.zillow.com/homedetails/39476213_zpid/
402672,"1300 Main St, San Diego, NY 18244",San Diego,18244,NY,4,2,2890,1444,1989,64,Condo,Z581498,Mike Lee - Coldwell Banker,Sold,https://www.zillow.com/homedetails/88847145_zpid/
697945,"9025 Main St, San Diego, FL 55155",San Diego,55155,FL,6,3,2400,7325,1996,110,Single Family,Z997007,Mike Lee - Coldwell Banker,Pending,https://www.zillow.com/homedetails/94107255_zpid/
1387098,"2879 Oak Ave, Los Angeles, TX 70939",Los Angeles,70939,TX,5,3,1231,4038,2016,81,Apartment,Z797834,Mike Lee - Coldwell Banker,Sold,https://www.zillow.com/homedetails/29969213_zpid/
451247,"2964 Oak Ave, San Francisco, TX 63514",San Francisco,63514,TX,1,2,1023,1621,2019,63,Single Family,Z306381,Emily Davis - Century 21,For Sale,https://www.zillow.com/homedetails/16319000_zpid/
825806,"9585 Pine Rd, Sacramento, CA 78721",Sacramento,78721,CA,3,1,2713,7477,1985,15,Apartment,Z659459,John Doe - RE/MAX,Sold,https://www.zillow.com/homedetails/13600471_zpid/
104306,"7483 Elm St, San Francisco, CA 47337",San Francisco,47337,CA,6,2,3476,5287,1984,34,Apartment,Z658348,John Doe - RE/MAX,For Sale,https://www.zillow.com/homedetails/42793160_zpid/
579576,"4981 Maple Dr, Sacramento, IL 27185",Sacramento,27185,IL,1,2,2249,2604,1967,51,Apartment,Z245462,Emily Davis - Century 21,Pending,https://www.zillow.com/homedetails/99231352_zpid/
982001,"739 Main St, San Diego, TX 63053",San Diego,63053,TX,1,2,2708,1145,1979,26,Condo,Z861847,John Doe - RE/MAX,Sold,https://www.zillow.com/homedetails/48363450_zpid/
565244,"6565 Pine Rd, Fresno, FL 57967",Fresno,57967,FL,2,2,3288,8511,2008,70,Townhouse,Z562610,Alex Johnson - Compass,Pending,https://www.zillow.com/homedetails/47510165_zpid/
1261938,"5758 Oak Ave, San Francisco, FL 45469",San Francisco,45469,FL,5,3,3765,9118,2002,65,Condo,Z270651,Emily Davis - Century 21,Sold,https://www.zillow.com/homedetails/57542619_zpid/
453129,"432 Pine Rd, Los Angeles, FL 38082",Los Angeles,38082,FL,6,4,2468,2090,1950,117,Multi-Family,Z504898,Mike Lee - Coldwell Banker,For Sale,https://www.zillow.com/homedetails/22558405_zpid/
347890,"2126 Pine Rd, San Francisco, FL 34230",San Francisco,34230,FL,4,4,1659,9835,2000,75,Condo,Z669562,Mike Lee - Coldwell Banker,Pending,https://www.zillow.com/homedetails/14299373_zpid/
825324,"6824 Oak Ave, Sacramento, IL 72726",Sacramento,72726,IL,3,3,1983,7846,1992,92,Condo,Z956416,Emily Davis - Century 21,For Sale,https://www.zillow.com/homedetails/33604120_zpid/
1131077,"5065 Oak Ave, Los Angeles, NY 71424",Los Angeles,71424,NY,2,1,1988,5101,1996,3,Condo,Z145700,Jane Smith - Keller Williams,Pending,https://www.zillow.com/homedetails/81640768_zpid/
1433969,"7628 Main St, Los Angeles, NY 81291",Los Angeles,81291,NY,1,3,3876,8917,1993,63,Apartment,Z858388,Jane Smith - Keller Williams,For Sale,https://www.zillow.com/homedetails/85548027_zpid/
1440490,"7142 Elm St, San Diego, CA 36666",San Diego,36666,CA,3,4,2937,2061,1963,111,Multi-Family,Z566692,Emily Davis - Century 21,Pending,https://www.zillow.com/homedetails/13913903_zpid/
539037,"6720 Oak Ave, San Diego, FL 20161",San Diego,20161,FL,1,2,2161,7030,1975,45,Apartment,Z243228,Emily Davis - Century 21,Sold,https://www.zillow.com/homedetails/35763005_zpid/
1465615,"2932 Elm St, Los Angeles, FL 40426",Los Angeles,40426,FL,4,3,3051,6869,1955,64,Single Family,Z203748,Alex Johnson - Compass,Sold,https://www.zillow.com/homedetails/13487591_zpid/
1448976,"4878 Maple Dr, Sacramento, TX 19836",Sacramento,19836,TX,2,2,2749,1346,2001,71,Apartment,Z328958,Emily Davis - Century 21,Pending,https://www.zillow.com/homedetails/99426292_zpid/
224903,"7036 Main St, Fresno, IL 19254",Fresno,19254,IL,6,4,2064,4491,2022,44,Townhouse,Z250525,Emily Davis - Century 21,For Sale,https://www.zillow.com/homedetails/63899172_zpid/
704660,"5353 Pine Rd, Los Angeles, TX 68561",Los Angeles,68561,TX,4,3,1224,3952,2022,49,Single Family,Z465096,Jane Smith - Keller Williams,For Sale,https://www.zillow.com/homedetails/33654885_zpid/
508759,"1510 Pine Rd, San Diego, NY 47970",San Diego,47970,NY,3,2,3942,4881,1973,110,Townhouse,Z823289,Jane Smith - Keller Williams,For Sale,https://www.zillow.com/homedetails/16987803_zpid/
198100,"7902 Pine Rd, Los Angeles, FL 69780",Los Angeles,69780,FL,5,2,857,2046,1951,4,Apartment,Z634850,Jane Smith - Keller Williams,For Sale,https://www.zillow.com/homedetails/42689007_zpid/
1171593,"9171 Main St, San Francisco, CA 38092",San Francisco,38092,CA,6,1,1840,1811,2016,10,Townhouse,Z417065,John Doe - RE/MAX,Pending,https://www.zillow.com/homedetails/79957545_zpid/
868311,"6992 Elm St, Fresno, TX 22024",Fresno,22024,TX,3,4,2231,1667,1991,90,Multi-Family,Z564701,John Doe - RE/MAX,Sold,https://www.zillow.com/homedetails/54477732_zpid/
1046834,"7014 Pine Rd, Los Angeles, CA 18709",Los Angeles,18709,CA,1,3,2420,1592,1978,76,Multi-Family,Z604749,John Doe - RE/MAX,Pending,https://www.zillow.com/homedetails/29195186_zpid/
353101,"5563 Pine Rd, Fresno, FL 13983",Fresno,13983,FL,1,4,2451,9741,1961,49,Townhouse,Z812360,Jane Smith - Keller Williams,For Sale,https://www.zillow.com/homedetails/35664827_zpid/
1114155,"5157 Elm St, Los Angeles, NY 42449",Los Angeles,42449,NY,5,2,2339,8974,2015,53,Condo,Z336759,Alex Johnson - Compass,Pending,https://www.zillow.com/homedetails/85137695_zpid/
980574,"9789 Main St, San Francisco, IL 19527",San Francisco,19527,IL,6,2,1083,2372,1957,81,Apartment,Z821405,Alex Johnson - Compass,Pending,https://www.zillow.com/homedetails/65608484_zpid/
1036583,"3602 Oak Ave, Sacramento, IL 58984",Sacramento,58984,IL,3,4,3752,5731,2003,27,Apartment,Z477589,John Doe - RE/MAX,Sold,https://www.zillow.com/homedetails/44263110_zpid/
398021,"1001 Oak Ave, San Diego, CA 75125",San Diego,75125,CA,3,2,726,1292,1962,35,Multi-Family,Z338064,Jane Smith - Keller Williams,Pending,https://www.zillow.com/homedetails/19606624_zpid/
735817,"8407 Oak Ave, Sacramento, CA 89405",Sacramento,89405,CA,6,3,3740,4980,2017,104,Townhouse,Z162399,Mike Lee - Coldwell Banker,For Sale,https://www.zillow.com/homedetails/98428527_zpid/
1154452,"9389 Maple Dr, Fresno, CA 29174",Fresno,29174,CA,5,3,3509,7396,2014,73,Single Family,Z542394,Alex Johnson - Compass,For Sale,https://www.zillow.com/homedetails/34087719_zpid/
1397853,"4911 Elm St, Los Angeles, IL 61754",Los Angeles,61754,IL,1,2,1286,2668,1993,4,Single Family,Z200632,Jane Smith - Keller Williams,Sold,https://www.zillow.com/homedetails/19848989_zpid/
1324583,"4165 Maple Dr, Fresno, IL 14836",Fresno,14836,IL,5,2,3818,5126,1992,33,Apartment,Z225103,Jane Smith - Keller Williams,For Sale,https://www.zillow.com/homedetails/39989573_zpid/
922155,"685 Oak Ave, San Francisco, TX 40195",San Francisco,40195,TX,5,1,743,6787,2016,64,Townhouse,Z846030,Alex Johnson - Compass,Pending,https://www.zillow.com/homedetails/82770121_zpid/
1304944,"3081 Maple Dr, Los Angeles, CA 77333",Los Angeles,77333,CA,4,3,2329,7908,1965,50,Townhouse,Z915075,Jane Smith - Keller Williams,Sold,https://www.zillow.com/homedetails/49755990_zpid/
910408,"1942 Elm St, Sacramento, CA 19709",Sacramento,19709,CA,3,2,1418,4817,2021,69,Condo,Z778284,Emily Davis - Century 21,Sold,https://www.zillow.com/homedetails/50639286_zpid/
1428849,"5897 Maple Dr, Fresno, IL 17428",Fresno,17428,IL,3,3,3683,5089,1991,92,Condo,Z687298,Jane Smith - Keller Williams,Pending,https://www.zillow.com/homedetails/14294287_zpid/
706540,"4936 Main St, Los Angeles, IL 78631",Los Angeles,78631,IL,6,2,1924,3685,1966,83,Single Family,Z163203,Emily Davis - Century 21,For Sale,https://www.zillow.com/homedetails/12611303_zpid/
798896,"9559 Elm St, Sacramento, IL 15377",Sacramento,15377,IL,3,1,2100,3409,1971,58,Condo,Z887562,John Doe - RE/MAX,Pending,https://www.zillow.com/homedetails/97645967_zpid/
539722,"3405 Main St, Fresno, FL 74354",Fresno,74354,FL,6,4,2702,4501,1972,50,Townhouse,Z841661,Emily Davis - Century 21,Pending,https://www.zillow.com/homedetails/15978145_zpid/
1076134,"2374 Maple Dr, San Francisco, IL 32018",San Francisco,32018,IL,1,4,1462,4169,1998,27,Townhouse,Z522681,Alex Johnson - Compass,Sold,https://www.zillow.com/homedetails/93350598_zpid/
213805,"3600 Main St, Sacramento, CA 31318",Sacramento,31318,CA,5,1,1543,8855,1957,38,Townhouse,Z226145,Alex Johnson - Compass,Pending,https://www.zillow.com/homedetails/39180561_zpid/
1152978,"8242 Main St, Sacramento, CA 80409",Sacramento,80409,CA,3,3,2535,2153,2011,13,Apartment,Z244944,Mike Lee - Coldwell Banker,Sold,https://www.zillow.com/homedetails/16232144_zpid/
976078,"6306 Maple Dr, Fresno, IL 47098",Fresno,47098,IL,2,3,605,3398,1950,49,Apartment,Z436857,Jane Smith - Keller Williams,For Sale,https://www.zillow.com/homedetails/16832945_zpid/
440689,"650 Oak Ave, San Francisco, CA 18857",San Francisco,18857,CA,1,1,1532,7838,1981,32,Condo,Z604655,Mike Lee - Coldwell Banker,For Sale,https://www.zillow.com/homedetails/99690091_zpid/
638010,"2209 Main St, Sacramento, NY 93308",Sacramento,93308,NY,5,2,1639,7177,1954,68,Apartment,Z647450,Alex Johnson - Compass,Sold,https://www.zillow.com/homedetails/31820028_zpid/
883012,"1730 Elm St, San Francisco, TX 66275",San Francisco,66275,TX,3,4,2177,3011,1969,84,Multi-Family,Z125803,Emily Davis - Century 21,Sold,https://www.zillow.com/homedetails/13658083_zpid/
546284,"2755 Oak Ave, San Diego, TX 76029",San Diego,76029,TX,4,4,2040,9298,2011,113,Condo,Z746908,Mike Lee - Coldwell Banker,For Sale,https://www.zillow.com/homedetails/77579378_zpid/
392126,"2249 Oak Ave, Los Angeles, IL 83251",Los Angeles,83251,IL,3,1,1545,7035,1997,33,Apartment,Z945878,Jane Smith - Keller Williams,For Sale,https://www.zillow.com/homedetails/25049514_zpid/
1105600,"1210 Oak Ave, San Francisco, CA 63073",San Francisco,63073,CA,3,4,3888,4824,1961,56,Condo,Z341042,Jane Smith - Keller Williams,Sold,https://www.zillow.com/homedetails/62342675_zpid/
936991,"9889 Maple Dr, Sacramento, TX 37843",Sacramento,37843,TX,1,2,3975,3716,1967,108,Multi-Family,Z583203,Jane Smith - Keller Williams,Sold,https://www.zillow.com/homedetails/38317633_zpid/
1203446,"7349 Elm St, Sacramento, FL 98024",Sacramento,98024,FL,4,1,1493,6406,2015,91,Single Family,Z236241,Emily Davis - Century 21,Sold,https://www.zillow.com/homedetails/14784153_zpid/
1456198,"6548 Pine Rd, San Diego, IL 77634",San Diego,77634,IL,2,3,3913,8178,2012,4,Single Family,Z885423,Alex Johnson - Compass,Sold,https://www.zillow.com/homedetails/28360944_zpid/
422981,"3211 Pine Rd, San Diego, TX 87315",San Diego,87315,TX,4,3,1375,8044,1983,9,Single Family,Z401987,Emily Davis - Century 21,For Sale,https://www.zillow.com/homedetails/71798739_zpid/
390844,"3306 Main St, Fresno, FL 20603",Fresno,20603,FL,3,4,3770,5185,1986,39,Multi-Family,Z527931,Mike Lee - Coldwell Banker,Sold,https://www.zillow.com/homedetails/45006913_zpid/
562937,"5038 Oak Ave, Sacramento, TX 63240",Sacramento,63240,TX,2,4,3915,2748,2010,43,Apartment,Z972811,Alex Johnson - Compass,Sold,https://www.zillow.com/homedetails/85360692_zpid/
1222304,"7914 Pine Rd, San Francisco, IL 89641",San Francisco,89641,IL,3,3,3640,5324,2009,99,Condo,Z905643,Emily Davis - Century 21,Sold,https://www.zillow.com/homedetails/83358033_zpid/
560234,"8000 Main St, Sacramento, TX 76866",Sacramento,76866,TX,1,4,1613,1303,1958,116,Single Family,Z379793,Jane Smith - Keller Williams,Sold,https://www.zillow.com/homedetails/14108420_zpid/
166868,"9980 Elm St, Sacramento, IL 77255",Sacramento,77255,IL,1,2,2586,9278,2014,115,Multi-Family,Z274077,John Doe - RE/MAX,For Sale,https://www.zillow.com/homedetails/14103169_zpid/
524109,"6690 Main St, Sacramento, CA 80756",Sacramento,80756,CA,6,4,2044,4940,2012,117,Multi-Family,Z827480,Emily Davis - Century 21,Sold,https://www.zillow.com/homedetails/50974431_zpid/
434921,"4980 Elm St, Los Angeles, CA 94803",Los Angeles,94803,CA,2,3,2479,5067,1986,38,Single Family,Z312593,Mike Lee - Coldwell Banker,Pending,https://www.zillow.com/homedetails/71739058_zpid/
1083361,"4468 Pine Rd, Sacramento, FL 64762",Sacramento,64762,FL,5,1,1249,9828,1961,82,Condo,Z399042,Jane Smith - Keller Williams,Pending,https://www.zillow.com/homedetails/29996387_zpid/
1167836,"7868 Main St, Los Angeles, TX 68715",Los Angeles,68715,TX,6,2,2283,4038,1953,70,Condo,Z481889,Jane Smith - Keller Williams,Sold,https://www.zillow.com/homedetails/17809277_zpid/
837398,"6279 Maple Dr, Fresno, FL 90168",Fresno,90168,FL,3,1,2100,9768,1971,7,Multi-Family,Z286558,John Doe - RE/MAX,Pending,https://www.zillow.com/homedetails/32613874_zpid/
1281515,"8428 Elm St, San Francisco, FL 30227",San Francisco,30227,FL,5,4,3018,7330,1983,1,Condo,Z257118,Jane Smith - Keller Williams,Sold,https://www.zillow.com/homedetails/88279380_zpid/
1080061,"5488 Maple Dr, San Francisco, IL 18441",San Francisco,18441,IL,2,1,2214,3028,2017,111,Condo,Z685266,John Doe - RE/MAX,For Sale,https://www.zillow.com/homedetails/73426153_zpid/
1303467,"1744 Main St, Sacramento, CA 44806",Sacramento,44806,CA,1,2,3367,9381,1969,6,Apartment,Z876960,Emily Davis - Century 21,Pending,https://www.zillow.com/homedetails/81264419_zpid/
925872,"6898 Elm St, Sacramento, TX 13361",Sacramento,13361,TX,6,2,1471,9507,2020,46,Condo,Z634947,Emily Davis - Century 21,Pending,https://www.zillow.com/homedetails/55210278_zpid/
979559,"2604 Main St, Sacramento, NY 42661",Sacramento,42661,NY,3,3,1573,4233,1985,37,Townhouse,Z534020,Alex Johnson - Compass,Pending,https://www.zillow.com/homedetails/82286439_zpid/
451830,"3063 Oak Ave, San Diego, CA 59147",San Diego,59147,CA,6,2,3420,5505,1990,86,Apartment,Z378326,Emily Davis - Century 21,Sold,https://www.zillow.com/homedetails/84468936_zpid/
1428613,"9128 Elm St, San Francisco, IL 29994",San Francisco,29994,IL,4,3,2091,9753,1986,96,Multi-Family,Z563211,Mike Lee - Coldwell Banker,For Sale,https://www.zillow.com/homedetails/11607233_zpid/
645454,"7750 Maple Dr, Fresno, IL 30310",Fresno,30310,IL,4,3,2101,8736,1975,87,Single Family,Z194810,Emily Davis - Century 21,For Sale,https://www.zillow.com/homedetails/44581654_zpid/
793777,"1265 Pine Rd, Sacramento, NY 14389",Sacramento,14389,NY,4,1,1616,8476,1996,91,Multi-Family,Z394570,Jane Smith - Keller Williams,Pending,https://www.zillow.com/homedetails/69002510_zpid/
1372428,"5062 Maple Dr, San Diego, TX 57376",San Diego,57376,TX,4,1,1729,7379,1954,64,Townhouse,Z597685,Alex Johnson - Compass,Pending,https://www.zillow.com/homedetails/83529395_zpid/
596612,"6783 Elm St, San Francisco, CA 17048",San Francisco,17048,CA,2,4,1056,2543,2014,93,Apartment,Z200591,John Doe - RE/MAX,Pending,https://www.zillow.com/homedetails/49823602_zpid/
1307358,"4097 Elm St, Sacramento, FL 19411",Sacramento,19411,FL,3,3,1216,8572,2011,87,Multi-Family,Z211151,John Doe - RE/MAX,Sold,https://www.zillow.com/homedetails/34262077_zpid/
1352612,"5257 Elm St, Sacramento, NY 59105",Sacramento,59105,NY,3,3,2036,2219,1961,21,Multi-Family,Z847977,Jane Smith - Keller Williams,Pending,https://www.zillow.com/homedetails/64699357_zpid/
642419,"6408 Oak Ave, San Francisco, NY 69662",San Francisco,69662,NY,4,2,1175,2281,1985,48,Single Family,Z309255,Jane Smith - Keller Williams,Sold,https://www.zillow.com/homedetails/32958308_zpid/
961607,"5866 Elm St, Sacramento, IL 36242",Sacramento,36242,IL,2,2,3528,9102,1993,109,Multi-Family,Z579829,Alex Johnson - Compass,Sold,https://www.zillow.com/homedetails/82917309_zpid/
292055,"3019 Pine Rd, San Diego, IL 43942",San Diego,43942,IL,3,1,1577,2961,2013,15,Multi-Family,Z593038,Emily Davis - Century 21,Sold,https://www.zillow.com/homedetails/27572584_zpid/
591446,"4092 Main St, Sacramento, NY 90940",Sacramento,90940,NY,1,4,1744,1254,1977,77,Apartment,Z728295,John Doe - RE/MAX,Sold,https://www.zillow.com/homedetails/90508802_zpid/
1064262,"2663 Maple Dr, Sacramento, CA 23919",Sacramento,23919,CA,4,1,2057,5106,1981,106,Condo,Z457353,Mike Lee - Coldwell Banker,For Sale,https://www.zillow.com/homedetails/91395461_zpid/
